frame	global_ped_id	x	y	avg_group_size
3700.0	5_320.0	10.4070787408	8.94926516965	2.5925925925925926
3710.0	5_320.0	10.3481485101	9.00177032559	2.5925925925925926
3720.0	5_320.0	10.2892182794	9.05427548153	2.5925925925925926
3730.0	5_320.0	10.2302880487	9.10678063747	2.5925925925925926
3740.0	5_320.0	10.171357818	9.1592857934	2.5925925925925926
3750.0	5_320.0	10.1566252603	9.16740022659	2.5925925925925926
3760.0	5_320.0	10.1467334002	9.17074146379	2.5925925925925926
3770.0	5_320.0	10.13684154	9.17384404119	2.5925925925925926
3780.0	5_320.0	10.1269496799	9.17694661858	2.5925925925925926
3790.0	5_320.0	10.1170578197	9.18028785578	2.5925925925925926
3800.0	5_320.0	10.1071659595	9.18339043317	2.5925925925925926
3810.0	5_320.0	10.0972740994	9.18673167037	2.5925925925925926
3820.0	5_320.0	10.0873822392	9.18983424777	2.5925925925925926
3830.0	5_320.0	10.0774903791	9.19293682516	2.5925925925925926
3840.0	5_320.0	10.0675985189	9.19627806236	2.5925925925925926
3850.0	5_320.0	10.0577066588	9.19938063975	2.5925925925925926
3860.0	5_320.0	10.0478147986	9.20272187695	2.5925925925925926
3870.0	5_320.0	10.0379229385	9.20582445435	2.5925925925925926
3880.0	5_320.0	10.0280310783	9.20916569154	2.5925925925925926
3890.0	5_320.0	10.0181392182	9.21226826894	2.5925925925925926
3900.0	5_320.0	9.78662759759	9.2480672389	2.5925925925925926
3910.0	5_320.0	9.555115977	9.28386620885	2.5925925925925926
3920.0	5_320.0	9.37474737805	9.25832961028	2.5925925925925926
3930.0	5_320.0	9.1943787791	9.23279301171	2.5925925925925926
3940.0	5_320.0	9.02769041228	9.22491723832	2.5925925925925926
3950.0	5_320.0	8.91635436929	9.28816208525	2.5925925925925926
3960.0	5_320.0	8.80480786118	9.35116827237	2.5925925925925926
3970.0	5_320.0	8.69347181819	9.4144131193	2.5925925925925926
3980.0	5_320.0	8.73051367749	9.48887497681	2.5925925925925926
3990.0	5_320.0	8.80480786118	9.56596209211	2.5925925925925926
4000.0	5_320.0	8.87910204488	9.64328786722	2.5925925925925926
4010.0	5_320.0	8.94708227529	9.72681879712	2.5925925925925926
4020.0	5_320.0	9.00559157577	9.81941879941	2.5925925925925926
4030.0	5_320.0	9.06410087624	9.9122574615	2.5925925925925926
4040.0	5_320.0	9.12239971161	10.0050961236	2.5925925925925926
4050.0	5_320.0	9.0893566894	10.1382682918	2.5925925925925926
4060.0	5_320.0	9.03316250513	10.2814641717	2.5925925925925926
4070.0	5_320.0	8.97696832086	10.4246600515	2.5925925925925926
4080.0	5_320.0	8.93655901981	10.5528203639	2.5925925925925926
4090.0	5_320.0	8.89993809073	10.6774007794	2.5925925925925926
4100.0	5_320.0	8.86331716166	10.8019811948	2.5925925925925926
4110.0	5_320.0	8.82669623259	10.9265616103	2.5925925925925926
4120.0	5_320.0	8.79996716366	11.0494714071	2.5925925925925926
4130.0	5_320.0	8.81280553535	11.166414709	2.5925925925925926
4140.0	5_320.0	8.82585437215	11.2833580109	2.5925925925925926
4150.0	5_320.0	8.83869274383	11.4000626529	2.5925925925925926
4160.0	5_320.0	8.85153111552	11.5170059548	2.5925925925925926
4170.0	5_320.0	8.8555299526	11.631085339	2.5925925925925926
4180.0	5_320.0	8.83827181361	11.7382435891	2.5925925925925926
4190.0	5_320.0	8.82101367463	11.8454018392	2.5925925925925926
4200.0	5_320.0	8.80396600075	11.9525600892	2.5925925925925926
4210.0	5_320.0	8.78670786176	12.0597183393	2.5925925925925926
4220.0	5_320.0	8.76776600189	12.1568528778	2.5925925925925926
4230.0	5_320.0	8.74587763049	12.2391905087	2.5925925925925926
4240.0	5_320.0	8.7241997242	12.3215281396	2.5925925925925926
4250.0	5_320.0	8.7023113528	12.4036271107	2.5925925925925926
4260.0	5_320.0	8.6806334465	12.4859647416	2.5925925925925926
4270.0	5_320.0	8.6587450751	12.5683023725	2.5925925925925926
4280.0	5_320.0	8.64317065699	12.6196142294	2.5925925925925926
4290.0	5_320.0	8.63159507596	12.6504013436	2.5925925925925926
4300.0	5_320.0	8.62001949493	12.680949798	2.5925925925925926
4310.0	5_320.0	8.6084439139	12.7114982523	2.5925925925925926
4320.0	5_320.0	8.59686833287	12.7422853665	2.5925925925925926
4330.0	5_320.0	8.58529275184	12.7728338209	2.5925925925925926
4340.0	5_320.0	8.57371717082	12.803620935	2.5925925925925926
4350.0	5_320.0	8.56214158979	12.8341693894	2.5925925925925926
4360.0	5_320.0	8.55056600876	12.8649565036	2.5925925925925926
4370.0	5_320.0	8.53899042773	12.8955049579	2.5925925925925926
4380.0	5_320.0	8.5274148467	12.9260534123	2.5925925925925926
4390.0	5_320.0	8.47374624374	12.9854797024	2.5925925925925926
4400.0	5_320.0	8.40218810647	13.0570776423	2.5925925925925926
4410.0	5_320.0	8.3306299692	13.1286755822	2.5925925925925926
4420.0	5_320.0	8.25907183192	13.2002735222	2.5925925925925926
4430.0	5_320.0	8.18751369465	13.2718714621	2.5925925925925926
3440.0	5_321.0	14.9369192952	6.79154192045	2.289473684210526
3450.0	5_321.0	14.69656814	6.74046872331	2.289473684210526
3460.0	5_321.0	14.4560065197	6.68939552617	2.289473684210526
3470.0	5_321.0	14.2200751318	6.60061408067	2.289473684210526
3480.0	5_321.0	13.9912995577	6.45527026265	2.289473684210526
3490.0	5_321.0	13.7585251464	6.31684757882	2.289473684210526
3500.0	5_321.0	13.4891298061	6.24047644291	2.289473684210526
3510.0	5_321.0	13.2197344658	6.164105307	2.289473684210526
3520.0	5_321.0	12.928240289	6.14000066723	2.289473684210526
3530.0	5_321.0	12.6222240196	6.15097901801	2.289473684210526
3540.0	5_321.0	12.3199961221	6.12568107925	2.289473684210526
3550.0	5_321.0	12.0238717129	6.04596870614	2.289473684210526
3560.0	5_321.0	11.7275368386	5.96649499284	2.289473684210526
3570.0	5_321.0	11.4120496392	5.81423004062	2.289473684210526
3580.0	5_321.0	11.0883543006	5.63046199484	2.289473684210526
3590.0	5_321.0	10.7558194274	5.45289910385	2.289473684210526
3600.0	5_321.0	10.3447810683	5.3278413688	2.289473684210526
3610.0	5_321.0	9.93395317432	5.20278363375	2.289473684210526
3620.0	5_321.0	9.4829264444	5.06650888812	2.289473684210526
3630.0	5_321.0	9.03189971447	4.92999548268	2.289473684210526
3640.0	5_321.0	8.58318810075	4.79706197424	2.289473684210526
3650.0	5_321.0	8.14310555652	4.67773207438	2.289473684210526
3660.0	5_321.0	7.70302301229	4.55840217453	2.289473684210526
3670.0	5_321.0	7.18864628437	4.46126763604	2.289473684210526
3680.0	5_321.0	6.67405909134	4.36389443776	2.289473684210526
3690.0	5_321.0	6.15820910764	4.26485062088	2.289473684210526
3700.0	5_321.0	5.6389916822	4.1615109276	2.289473684210526
3710.0	5_321.0	5.11998472186	4.05793257453	2.289473684210526
3720.0	5_321.0	4.60623938926	3.95602484005	2.289473684210526
3730.0	5_321.0	4.10554289347	3.85721968297	2.289473684210526
3740.0	5_321.0	3.60484639767	3.75841452589	2.289473684210526
3750.0	5_321.0	3.08941734419	3.65316555421	2.289473684210526
3760.0	5_321.0	2.55252084954	3.53789287095	2.289473684210526
3770.0	5_321.0	2.01541388977	3.42262018769	2.289473684210526
3780.0	5_321.0	1.49619646433	3.31593925722	2.289473684210526
3790.0	5_321.0	0.99465810809	3.21761141974	2.289473684210526
3800.0	5_321.0	0.493330216962	3.11952224205	2.289473684210526
3810.0	5_321.0	-0.00799767416577	3.02119440457	2.289473684210526
3440.0	5_322.0	15.1259169637	6.63474243203	2.8421052631578947
3450.0	5_322.0	14.9316576675	6.51541253218	2.8421052631578947
3460.0	5_322.0	14.7373983713	6.39608263232	2.8421052631578947
3470.0	5_322.0	14.5431390751	6.27675273246	2.8421052631578947
3480.0	5_322.0	14.2651146653	6.15742283261	2.8421052631578947
3490.0	5_322.0	13.9868797904	6.03809293275	2.8421052631578947
3500.0	5_322.0	13.7082239852	5.93379860028	2.8421052631578947
3510.0	5_322.0	13.4276739941	5.88964653733	2.8421052631578947
3520.0	5_322.0	13.147124003	5.84549447438	2.8421052631578947
3530.0	5_322.0	12.8408972685	5.80492230843	2.8421052631578947
3540.0	5_322.0	12.5089937906	5.76816869927	2.8421052631578947
3550.0	5_322.0	12.1770903127	5.73141509012	2.8421052631578947
3560.0	5_322.0	11.9445263666	5.56960374591	2.8421052631578947
3570.0	5_322.0	11.7229066061	5.39371147352	2.8421052631578947
3580.0	5_322.0	11.3667996407	5.21018208754	2.8421052631578947
3590.0	5_322.0	11.0104822101	5.02665270156	2.8421052631578947
3600.0	5_322.0	10.6217531526	4.87056919255	2.8421052631578947
3610.0	5_322.0	10.1839857246	4.75601248869	2.8421052631578947
3620.0	5_322.0	9.74621829654	4.64145578483	2.8421052631578947
3630.0	5_322.0	9.28719389245	4.4977825854	2.8421052631578947
3640.0	5_322.0	8.82585437215	4.35100680858	2.8421052631578947
3650.0	5_322.0	8.3480985733	4.22045989813	2.8421052631578947
3660.0	5_322.0	7.83203812449	4.12809855564	2.8421052631578947
3670.0	5_322.0	7.31597767569	4.03573721315	2.8421052631578947
3680.0	5_322.0	6.80307420354	3.94480782946	2.8421052631578947
3690.0	5_322.0	6.3015358473	3.86056092016	2.8421052631578947
3700.0	5_322.0	5.80020795617	3.77655267067	2.8421052631578947
3710.0	5_322.0	5.29866959993	3.69230576137	2.8421052631578947
3720.0	5_322.0	4.78681845332	3.5834768927	2.8421052631578947
3730.0	5_322.0	4.2724417254	3.46844286924	2.8421052631578947
3740.0	5_322.0	3.75953825324	3.35269286637	2.8421052631578947
3750.0	5_322.0	3.26073594343	3.22906709012	2.8421052631578947
3760.0	5_322.0	2.76172316851	3.10520265407	2.8421052631578947
3770.0	5_322.0	2.2563964403	2.98825935221	2.8421052631578947
3780.0	5_322.0	1.74096738682	2.88110110214	2.8421052631578947
3790.0	5_322.0	1.22574879846	2.77418151187	2.8421052631578947
3800.0	5_322.0	0.69684997797	2.65795418941	2.8421052631578947
3810.0	5_322.0	0.154060460246	2.53241913476	2.8421052631578947
3450.0	5_323.0	15.1002402203	5.93976509527	1.425531914893617
3460.0	5_323.0	14.5801809344	5.96792695163	1.425531914893617
3470.0	5_323.0	14.0607530439	5.96840427123	1.425531914893617
3480.0	5_323.0	13.542587944	5.85814344377	1.425531914893617
3490.0	5_323.0	13.0117949375	5.9104099399	1.425531914893617
3500.0	5_323.0	12.4805810008	5.97723468382	1.425531914893617
3510.0	5_323.0	11.9544182267	6.03164911816	1.425531914893617
3520.0	5_323.0	11.4282554527	6.08582489269	1.425531914893617
3530.0	5_323.0	10.8734694237	6.14000066723	1.425531914893617
3540.0	5_323.0	10.3184729296	6.19441510156	1.425531914893617
3550.0	5_323.0	9.806621783	6.2505001545	1.425531914893617
3560.0	5_323.0	9.30550435698	6.30753984663	1.425531914893617
3570.0	5_323.0	8.78691832687	6.4163687153	1.425531914893617
3580.0	5_323.0	8.2607555528	6.54763160514	1.425531914893617
3590.0	5_323.0	7.82677649675	6.70538573275	1.425531914893617
3600.0	5_323.0	7.4319439511	6.87435687095	1.425531914893617
3610.0	5_323.0	7.04595094004	7.09225326808	1.425531914893617
3620.0	5_323.0	6.6799521144	7.42446770929	1.425531914893617
3630.0	5_323.0	6.31395328877	7.75644349069	1.425531914893617
3640.0	5_323.0	6.08138934263	8.0829300967	1.425531914893617
3650.0	5_323.0	5.85492888467	8.4091780429	1.425531914893617
3660.0	5_323.0	5.6850835412	8.73041413332	1.425531914893617
3670.0	5_323.0	5.51502773263	9.05165022373	1.425531914893617
3680.0	5_323.0	5.3613882026	9.36787445835	1.425531914893617
3690.0	5_323.0	5.22416495112	9.67932549698	1.425531914893617
3700.0	5_323.0	5.07389286285	9.97192241143	1.425531914893617
3710.0	5_323.0	4.87226728783	10.1907734478	1.425531914893617
3720.0	5_323.0	4.67064171281	10.4096244841	1.425531914893617
3730.0	5_323.0	4.51805450833	10.6363512938	1.425531914893617
3740.0	5_323.0	4.37767428021	10.864987382	1.425531914893617
3750.0	5_323.0	4.26191846992	11.0709507891	1.425531914893617
3760.0	5_323.0	4.18299405381	11.2423085253	1.425531914893617
3770.0	5_323.0	4.1040696377	11.4139049213	1.425531914893617
3780.0	5_323.0	4.00515103617	11.5952863691	1.425531914893617
3790.0	5_323.0	3.82583476277	11.8162853436	1.425531914893617
3800.0	5_323.0	3.64651848937	12.0372843181	1.425531914893617
3810.0	5_323.0	3.45604756516	12.2422930861	1.425531914893617
3820.0	5_323.0	3.25421152503	12.4313116475	1.425531914893617
3830.0	5_323.0	3.04858711293	12.6215235078	1.425531914893617
3840.0	5_323.0	2.80697316708	12.8248616572	1.425531914893617
3850.0	5_323.0	2.56535922123	13.0281998066	1.425531914893617
3860.0	5_323.0	2.33026969377	13.2028987799	1.425531914893617
3870.0	5_323.0	2.10528249158	13.3344003296	1.425531914893617
3880.0	5_323.0	1.88029528939	13.466140539	1.425531914893617
3890.0	5_323.0	1.62226506499	13.5778333253	1.425531914893617
3900.0	5_323.0	1.33077088816	13.6697173482	1.425531914893617
3910.0	5_323.0	1.03927671133	13.7616013711	1.425531914893617
3480.0	5_324.0	15.0667762679	6.73999140371	2.65
3490.0	5_324.0	14.8826192969	6.64285686522	2.65
3500.0	5_324.0	14.698462326	6.54596098654	2.65
3510.0	5_324.0	14.5143053551	6.44906510786	2.65
3520.0	5_324.0	14.2609053631	6.42567644748	2.65
3530.0	5_324.0	13.9778297907	6.43402954047	2.65
3540.0	5_324.0	13.6947542182	6.44214397367	2.65
3550.0	5_324.0	13.3687437634	6.45336098425	2.65
3560.0	5_324.0	13.031999588	6.46529397424	2.65
3570.0	5_324.0	12.7895437817	6.37603520914	2.65
3580.0	5_324.0	12.5706600677	6.26147850528	2.65
3590.0	5_324.0	12.3378856565	6.14692180142	2.65
3600.0	5_324.0	12.0729100834	6.03188777796	2.65
3610.0	5_324.0	11.8079345104	5.9170924143	2.65
3620.0	5_324.0	11.5282263797	5.8261630306	2.65
3630.0	5_324.0	11.238836854	5.75170117309	2.65
3640.0	5_324.0	10.9494473283	5.67700065578	2.65
3650.0	5_324.0	10.6583740817	5.59681096308	2.65
3660.0	5_324.0	10.3647752537	5.50802951759	2.65
3670.0	5_324.0	10.0709659607	5.41924807209	2.65
3680.0	5_324.0	9.77736713276	5.3304666266	2.65
3690.0	5_324.0	9.47008807271	5.24120786151	2.65
3700.0	5_324.0	9.03989738864	5.14789187982	2.65
3710.0	5_324.0	8.60991716967	5.05433723833	2.65
3720.0	5_324.0	8.11490323183	4.93333671988	2.65
3730.0	5_324.0	7.60389394566	4.80565372703	2.65
3740.0	5_324.0	7.09267419438	4.67773207438	2.65
3750.0	5_324.0	6.58755793128	4.57272176251	2.65
3760.0	5_324.0	6.08244166818	4.46771145064	2.65
3770.0	5_324.0	5.54428238287	4.35554134477	2.65
3780.0	5_324.0	4.97308007534	4.23621144491	2.65
3790.0	5_324.0	4.40166730271	4.11688154506	2.65
3800.0	5_324.0	3.85677313389	3.98561865521	2.65
3810.0	5_324.0	3.32303361588	3.84934390958	2.65
3820.0	5_324.0	2.78950456298	3.71283050414	2.65
3830.0	5_324.0	2.22082783677	3.5016165814	2.65
3840.0	5_324.0	1.64836273859	3.28204956566	2.65
3850.0	5_324.0	1.05969182696	3.10878255107	2.65
3860.0	5_324.0	0.446606962625	3.00496553819	2.65
3870.0	5_324.0	-0.166477901714	2.90138718512	2.65
3490.0	5_325.0	14.940286737	7.38413420313	2.121212121212121
3500.0	5_325.0	14.491154193	7.47959812302	2.121212121212121
3510.0	5_325.0	14.0862193221	7.44618575106	2.121212121212121
3520.0	5_325.0	13.7286391009	7.31253626322	2.121212121212121
3530.0	5_325.0	13.4445112029	7.12160842345	2.121212121212121
3540.0	5_325.0	13.1671181884	6.92566872788	2.121212121212121
3550.0	5_325.0	12.9164542428	6.70968160914	2.121212121212121
3560.0	5_325.0	12.6565298324	6.48605737681	2.121212121212121
3570.0	5_325.0	12.3122089131	6.19322180256	2.121212121212121
3580.0	5_325.0	11.9678879937	5.90038622832	2.121212121212121
3590.0	5_325.0	11.7439531171	5.63237127324	2.121212121212121
3600.0	5_325.0	11.5143356825	5.35624188497	2.121212121212121
3610.0	5_325.0	11.1117159278	4.98273929842	2.121212121212121
3620.0	5_325.0	10.7090961731	4.60923671187	2.121212121212121
3630.0	5_325.0	10.3001624651	4.3340619628	2.121212121212121
3640.0	5_325.0	9.8897555013	4.0834691731	2.121212121212121
3650.0	5_325.0	9.37474737805	3.85149184778	2.121212121212121
3660.0	5_325.0	8.83343111609	3.62428771845	2.121212121212121
3670.0	5_325.0	8.28537997063	3.52428926237	2.121212121212121
3680.0	5_325.0	7.73417184852	3.47870524062	2.121212121212121
3690.0	5_325.0	7.19222419123	3.42810936308	2.121212121212121
3700.0	5_325.0	6.65638002213	3.37369492875	2.121212121212121
3710.0	5_325.0	6.11043352776	3.31737121602	2.121212121212121
3720.0	5_325.0	5.5493335455	3.25770626609	2.121212121212121
3730.0	5_325.0	4.98802309813	3.19804131616	2.121212121212121
3740.0	5_325.0	4.42060916257	3.02167172417	2.121212121212121
3750.0	5_325.0	3.85340569213	2.84530213218	2.121212121212121
3760.0	5_325.0	3.24894989729	2.64291862203	2.121212121212121
3770.0	5_325.0	2.62849875411	2.42931810128	2.121212121212121
3780.0	5_325.0	2.00678482028	2.27037067467	2.121212121212121
3790.0	5_325.0	1.38443949112	2.12502685665	2.121212121212121
3800.0	5_325.0	0.757674394652	1.97514850243	2.121212121212121
3810.0	5_325.0	0.126279065775	1.82073561201	2.121212121212121
3500.0	5_326.0	15.0775099885	6.3306898472	2.526315789473684
3510.0	5_326.0	14.8396844146	6.30992644462	2.526315789473684
3520.0	5_326.0	14.6016483756	6.28916304205	2.526315789473684
3530.0	5_326.0	14.3208879194	6.26147850528	2.526315789473684
3540.0	5_326.0	13.9757251396	6.22329293733	2.526315789473684
3550.0	5_326.0	13.6305623598	6.18510736937	2.526315789473684
3560.0	5_326.0	13.3403309736	6.10611097567	2.526315789473684
3570.0	5_326.0	13.0562030756	6.02258004577	2.526315789473684
3580.0	5_326.0	12.8124844787	5.89704499112	2.526315789473684
3590.0	5_326.0	12.5733961141	5.76697540028	2.526315789473684
3600.0	5_326.0	12.292846123	5.64430426322	2.526315789473684
3610.0	5_326.0	11.9948275278	5.52497436337	2.526315789473684
3620.0	5_326.0	11.7119624204	5.43523827867	2.526315789473684
3630.0	5_326.0	11.4648763817	5.4144748761	2.526315789473684
3640.0	5_326.0	11.217790343	5.39371147352	2.526315789473684
3650.0	5_326.0	10.9740717461	5.26817641887	2.526315789473684
3660.0	5_326.0	10.7236182656	5.14359600342	2.526315789473684
3670.0	5_326.0	10.4129717638	5.02999393876	2.526315789473684
3680.0	5_326.0	10.102325262	4.9163918741	2.526315789473684
3690.0	5_326.0	9.69044504249	4.77104805607	2.526315789473684
3700.0	5_326.0	9.27877528806	4.62594289785	2.526315789473684
3710.0	5_326.0	8.8422706507	4.54050268955	2.526315789473684
3720.0	5_326.0	8.39503229274	4.48083773962	2.526315789473684
3730.0	5_326.0	7.92527416806	4.4161609339	2.526315789473684
3740.0	5_326.0	7.40332069619	4.33978979799	2.526315789473684
3750.0	5_326.0	6.88136722432	4.26341866208	2.526315789473684
3760.0	5_326.0	6.36299165931	4.12093876165	2.526315789473684
3770.0	5_326.0	5.84566841985	3.96175267524	2.526315789473684
3780.0	5_326.0	5.31824285513	3.79660009384	2.526315789473684
3790.0	5_326.0	4.77587426762	3.62213978025	2.526315789473684
3800.0	5_326.0	4.23350568012	3.44767946666	2.526315789473684
3810.0	5_326.0	3.6450452336	3.31379131902	2.526315789473684
3820.0	5_326.0	3.04479874095	3.19016554277	2.526315789473684
3830.0	5_326.0	2.4466568994	3.06081193132	2.526315789473684
3840.0	5_326.0	1.86787784793	2.88181708154	2.526315789473684
3850.0	5_326.0	1.28909879646	2.70282223175	2.526315789473684
3860.0	5_326.0	0.69684997797	2.52597532017	2.526315789473684
3870.0	5_326.0	0.0984976713047	2.35008304778	2.526315789473684
3540.0	5_327.0	15.0528855706	6.56934964691	2.0256410256410255
3550.0	5_327.0	14.7956972067	6.50753675879	2.0256410256410255
3560.0	5_327.0	14.5385088427	6.44548521086	2.0256410256410255
3570.0	5_327.0	14.2636414095	6.39799191072	2.0256410256410255
3580.0	5_327.0	13.9184786298	6.40753830271	2.0256410256410255
3590.0	5_327.0	13.57331585	6.4170846947	2.0256410256410255
3600.0	5_327.0	13.2119472567	6.4139821173	2.0256410256410255
3610.0	5_327.0	12.8436333149	6.40539036451	2.0256410256410255
3620.0	5_327.0	12.4753193731	6.39703727152	2.0256410256410255
3630.0	5_327.0	12.0947984549	6.38009242574	2.0256410256410255
3640.0	5_327.0	11.7128042809	6.36243160056	2.0256410256410255
3650.0	5_327.0	11.3354403393	6.33594036279	2.0256410256410255
3660.0	5_327.0	10.9770182576	6.27412747467	2.0256410256410255
3670.0	5_327.0	10.6183857108	6.21231458654	2.0256410256410255
3680.0	5_327.0	10.257858978	6.14143262603	2.0256410256410255
3690.0	5_327.0	9.89543805926	6.06195891272	2.0256410256410255
3700.0	5_327.0	9.58163458081	5.90730736251	2.0256410256410255
3710.0	5_327.0	9.28887761332	5.72067539913	2.0256410256410255
3720.0	5_327.0	9.0106427384	5.52139446637	2.0256410256410255
3730.0	5_327.0	8.75450669998	5.30349806923	2.0256410256410255
3740.0	5_327.0	8.49226717339	5.08607899169	2.0256410256410255
3750.0	5_327.0	8.17656950895	4.87295579055	2.0256410256410255
3760.0	5_327.0	7.86087184451	4.65983258941	2.0256410256410255
3770.0	5_327.0	7.60326255033	4.45291454305	2.0256410256410255
3780.0	5_327.0	7.48098232164	4.26055474448	2.0256410256410255
3790.0	5_327.0	7.35891255806	4.06795628612	2.0256410256410255
3800.0	5_327.0	7.32902651249	3.92499906609	2.0256410256410255
3810.0	5_327.0	7.66892766453	3.98012947982	2.0256410256410255
3820.0	5_327.0	8.09364625576	3.86485679656	2.0256410256410255
3830.0	5_327.0	8.55393345051	3.70256813275	2.0256410256410255
3840.0	5_327.0	9.07504506194	3.47536400343	2.0256410256410255
3850.0	5_327.0	9.59931365002	3.20042791416	2.0256410256410255
3860.0	5_327.0	10.1359996796	2.73504130472	2.0256410256410255
3870.0	5_327.0	10.6659508256	2.2512778907	2.0256410256410255
3880.0	5_327.0	11.1687519725	1.69448457797	2.0256410256410255
3890.0	5_327.0	11.670711259	1.1627505442	2.0256410256410255
3900.0	5_327.0	12.1714077548	0.668963418597	2.0256410256410255
3910.0	5_327.0	12.6721042506	0.17517629299	2.0256410256410255
3920.0	5_327.0	13.1730112115	-0.318372172818	2.0256410256410255
3580.0	5_328.0	15.1692727763	7.1657604864	1.3863636363636365
3590.0	5_328.0	14.8361065077	7.14595172302	1.3863636363636365
3600.0	5_328.0	14.5027297741	7.12590429984	1.3863636363636365
3610.0	5_328.0	14.1790344355	7.10585687667	1.3863636363636365
3620.0	5_328.0	13.8770170032	7.08509347409	1.3863636363636365
3630.0	5_328.0	13.5749995708	7.06433007152	1.3863636363636365
3640.0	5_328.0	13.3453821362	6.94500017166	1.3863636363636365
3650.0	5_328.0	13.1157647016	6.8256702718	1.3863636363636365
3660.0	5_328.0	12.8785705231	6.67173470099	1.3863636363636365
3670.0	5_328.0	12.6394821586	6.50896871758	1.3863636363636365
3680.0	5_328.0	12.3568275163	6.35216922917	1.3863636363636365
3690.0	5_328.0	12.0453391541	6.19942695736	1.3863636363636365
3700.0	5_328.0	11.724590327	6.05623107753	1.3863636363636365
3710.0	5_328.0	11.3204973165	5.9989527256	1.3863636363636365
3720.0	5_328.0	10.9164043061	5.94167437367	1.3863636363636365
3730.0	5_328.0	10.6284880361	5.86506457796	1.3863636363636365
3740.0	5_328.0	10.4180229265	5.77556715307	1.3863636363636365
3750.0	5_328.0	10.2650147918	5.6605331296	1.3863636363636365
3760.0	5_328.0	10.3207880458	5.43690889727	1.3863636363636365
3770.0	5_328.0	10.1892473523	5.15361971501	1.3863636363636365
3780.0	5_328.0	9.97373108004	4.92402898769	1.3863636363636365
3790.0	5_328.0	9.67466015927	4.7481367153	1.3863636363636365
3800.0	5_328.0	9.31350203115	4.61544186666	1.3863636363636365
3810.0	5_328.0	8.91088227644	4.51162485378	1.3863636363636365
3820.0	5_328.0	8.50026484756	4.4171155731	1.3863636363636365
3830.0	5_328.0	8.07133695414	4.34360835478	1.3863636363636365
3840.0	5_328.0	7.64240906072	4.27010113647	1.3863636363636365
3850.0	5_328.0	7.2067462838	4.13669030843	1.3863636363636365
3860.0	5_328.0	6.76813699534	3.97774288182	1.3863636363636365
3870.0	5_328.0	6.32489747447	3.82332999141	1.3863636363636365
3880.0	5_328.0	5.87029283768	3.68013411158	1.3863636363636365
3890.0	5_328.0	5.41568820088	3.53693823175	1.3863636363636365
3900.0	5_328.0	4.96297775008	3.40925523891	1.3863636363636365
3910.0	5_328.0	4.5108986946	3.28562946266	1.3863636363636365
3920.0	5_328.0	4.05839870891	3.1631969854	1.3863636363636365
3930.0	5_328.0	3.60253128146	3.05389079713	1.3863636363636365
3940.0	5_328.0	3.1464533889	2.94434594906	1.3863636363636365
3950.0	5_328.0	2.67690572933	2.82501604921	1.3863636363636365
3960.0	5_328.0	2.20125458157	2.70139027296	1.3863636363636365
3970.0	5_328.0	1.72581389893	2.57752583691	1.3863636363636365
3980.0	5_328.0	1.23479879817	2.44483098826	1.3863636363636365
3990.0	5_328.0	0.743573232307	2.31237479942	1.3863636363636365
4000.0	5_328.0	0.252558131551	2.17967995078	1.3863636363636365
4010.0	5_328.0	-0.238456969206	2.04722376194	1.3863636363636365
3640.0	5_329.0	15.0998192901	6.98628831701	3.282608695652174
3650.0	5_329.0	14.9181879005	6.94285223346	3.282608695652174
3660.0	5_329.0	14.7363460458	6.89941614992	3.282608695652174
3670.0	5_329.0	14.5431390751	6.87745944834	3.282608695652174
3680.0	5_329.0	14.3326739655	6.88724450013	3.282608695652174
3690.0	5_329.0	14.1222088559	6.89726821172	3.282608695652174
3700.0	5_329.0	13.8980635141	6.88963109813	3.282608695652174
3710.0	5_329.0	13.6741286375	6.88175532474	3.282608695652174
3720.0	5_329.0	13.4499832957	6.87411821115	3.282608695652174
3730.0	5_329.0	13.1673286535	6.80180429183	3.282608695652174
3740.0	5_329.0	12.8779391278	6.72233057853	3.282608695652174
3750.0	5_329.0	12.5994937877	6.6640975874	3.282608695652174
3760.0	5_329.0	12.3324135636	6.62734397824	3.282608695652174
3770.0	5_329.0	12.0653333395	6.59059036909	3.282608695652174
3780.0	5_329.0	11.8418193931	6.52925480056	3.282608695652174
3790.0	5_329.0	11.6233566093	6.46481665464	3.282608695652174
3800.0	5_329.0	11.3855310354	6.38033108554	3.282608695652174
3810.0	5_329.0	11.102455463	6.2488295359	3.282608695652174
3820.0	5_329.0	10.8193798905	6.11708932646	3.282608695652174
3830.0	5_329.0	10.5083124585	5.95957385864	3.282608695652174
3840.0	5_329.0	10.1549415394	5.76363416308	3.282608695652174
3850.0	5_329.0	9.80157062037	5.56769446752	3.282608695652174
3860.0	5_329.0	9.46398458453	5.37247075135	3.282608695652174
3870.0	5_329.0	9.13650087395	5.17796301458	3.282608695652174
3880.0	5_329.0	8.80922762849	4.98345527782	3.282608695652174
3890.0	5_329.0	8.41207996662	4.79897125264	3.282608695652174
3900.0	5_329.0	8.00735556081	4.61520320686	3.282608695652174
3910.0	5_329.0	7.62199394509	4.42069547009	3.282608695652174
3920.0	5_329.0	7.28209279304	4.20041247496	3.282608695652174
3930.0	5_329.0	6.942191641	3.98012947982	3.282608695652174
3940.0	5_329.0	6.57282537361	3.78418978426	3.282608695652174
3950.0	5_329.0	6.19083119963	3.59851246008	3.282608695652174
